field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"343",CONCORDIA,ago,-27.666666666666668,2.000000000000000,"38","87395",14.100000000000000,20.199999999999999,8.600000000000000,73.900000000000006,10.400000000000000,3.600000000000000,58.700000000000003,6.400000000000000,"2"
"344",CONCORDIA,sep,-27.666666666666668,2.000000000000000,"38","87395",15.699999999999999,21.800000000000001,10.100000000000000,71.400000000000006,11.800000000000001,3.700000000000000,85.599999999999994,7.100000000000000,"2"
"345",CONCORDIA,oct,-27.666666666666668,2.000000000000000,"38","87395",19.100000000000001,25.100000000000001,13.199999999999999,70.400000000000006,12.300000000000001,3.600000000000000,136.900000000000006,8.800000000000001,"1"
"346",CONCORDIA,nov,-27.666666666666668,2.000000000000000,"38","87395",21.699999999999999,27.699999999999999,15.400000000000000,67.099999999999994,11.300000000000001,3.200000000000000,140.800000000000011,7.800000000000000,"1"
"347",CONCORDIA,dic,-27.666666666666668,2.000000000000000,"38","87395",24.199999999999999,30.600000000000001,17.699999999999999,63.700000000000003,10.900000000000000,3.100000000000000,121.000000000000000,7.800000000000000,"1"
"348",SAN MARTIN,ene,-21.000000000000000,-65.599999999999994,"653","87416",24.600000000000001,32.399999999999999,17.800000000000001,55.500000000000000,7.100000000000000,2.900000000000000,45.000000000000000,6.300000000000000,"1"
"349",SAN MARTIN,feb,-21.000000000000000,-65.599999999999994,"653","87416",23.199999999999999,31.100000000000001,16.500000000000000,59.200000000000003,6.200000000000000,3.000000000000000,36.299999999999997,5.000000000000000,"3"
"350",SAN MARTIN,mar,-21.000000000000000,-65.599999999999994,"653","87416",20.500000000000000,28.100000000000001,14.800000000000001,66.400000000000006,6.000000000000000,3.100000000000000,43.000000000000000,4.400000000000000,"3"
"351",SAN MARTIN,abril,-21.000000000000000,-65.599999999999994,"653","87416",15.600000000000000,23.500000000000000,10.100000000000000,69.799999999999997,5.200000000000000,3.000000000000000,15.800000000000001,2.600000000000000,"3"
"352",SAN MARTIN,mayo,-21.000000000000000,-65.599999999999994,"653","87416",11.300000000000001,19.100000000000001,6.100000000000000,70.599999999999994,4.700000000000000,3.400000000000000,9.199999999999999,2.200000000000000,"3"
"353",SAN MARTIN,jun,-21.000000000000000,-65.599999999999994,"653","87416",8.000000000000000,15.699999999999999,2.700000000000000,69.900000000000006,4.500000000000000,3.300000000000000,3.700000000000000,1.400000000000000,"3"
"354",SAN MARTIN,jul,-21.000000000000000,-65.599999999999994,"653","87416",7.500000000000000,15.400000000000000,1.900000000000000,65.000000000000000,5.100000000000000,3.000000000000000,6.800000000000000,1.900000000000000,"3"
"355",SAN MARTIN,ago,-21.000000000000000,-65.599999999999994,"653","87416",10.199999999999999,18.600000000000001,4.000000000000000,56.700000000000003,5.900000000000000,2.800000000000000,6.400000000000000,1.600000000000000,"3"
"356",SAN MARTIN,sep,-21.000000000000000,-65.599999999999994,"653","87416",13.300000000000001,21.500000000000000,6.800000000000000,54.700000000000003,6.900000000000000,2.900000000000000,12.400000000000000,2.700000000000000,"3"
"357",SAN MARTIN,oct,-21.000000000000000,-65.599999999999994,"653","87416",18.000000000000000,26.000000000000000,11.000000000000000,51.299999999999997,7.700000000000000,2.700000000000000,12.699999999999999,2.200000000000000,"3"
"358",SAN MARTIN,nov,-21.000000000000000,-65.599999999999994,"653","87416",21.300000000000001,29.199999999999999,14.000000000000000,51.100000000000001,8.400000000000000,2.600000000000000,20.100000000000001,3.700000000000000,"3"
"359",SAN MARTIN,dic,-21.000000000000000,-65.599999999999994,"653","87416",23.899999999999999,31.699999999999999,16.800000000000001,51.500000000000000,7.500000000000000,2.800000000000000,28.399999999999999,5.300000000000000,"3"
"360",MENDOZA,ene,-30.800000000000001,-66.723404255319153,"704","87418",25.500000000000000,32.299999999999997,18.699999999999999,49.799999999999997,8.300000000000001,3.300000000000000,50.500000000000000,6.100000000000000,"1"
"361",MENDOZA,feb,-30.800000000000001,-66.723404255319153,"704","87418",24.000000000000000,30.899999999999999,17.399999999999999,53.600000000000001,6.900000000000000,3.400000000000000,33.700000000000003,5.100000000000000,"3"
"362",MENDOZA,mar,-30.800000000000001,-66.723404255319153,"704","87418",21.300000000000001,27.899999999999999,15.500000000000000,61.799999999999997,6.000000000000000,3.400000000000000,34.899999999999999,4.900000000000000,"3"
"363",MENDOZA,abril,-30.800000000000001,-66.723404255319153,"704","87418",16.199999999999999,23.199999999999999,10.400000000000000,65.599999999999994,4.900000000000000,3.200000000000000,16.500000000000000,3.500000000000000,"3"
"364",MENDOZA,mayo,-30.800000000000001,-66.723404255319153,"704","87418",11.800000000000001,18.699999999999999,6.200000000000000,68.299999999999997,4.500000000000000,3.700000000000000,10.500000000000000,3.200000000000000,"3"
"365",MENDOZA,jun,-30.800000000000001,-66.723404255319153,"704","87418",8.400000000000000,15.699999999999999,2.900000000000000,69.400000000000006,4.300000000000000,3.500000000000000,6.300000000000000,2.100000000000000,"3"
"366",MENDOZA,jul,-30.800000000000001,-66.723404255319153,"704","87418",7.900000000000000,15.000000000000000,2.100000000000000,64.400000000000006,4.900000000000000,3.300000000000000,8.000000000000000,2.700000000000000,"3"
"367",MENDOZA,ago,-30.800000000000001,-66.723404255319153,"704","87418",10.600000000000000,18.300000000000001,4.200000000000000,55.100000000000001,6.000000000000000,3.100000000000000,8.000000000000000,2.400000000000000,"3"
"368",MENDOZA,sep,-30.800000000000001,-66.723404255319153,"704","87418",13.900000000000000,21.100000000000001,7.200000000000000,51.299999999999997,6.700000000000000,3.200000000000000,15.100000000000000,3.800000000000000,"3"
"369",MENDOZA,oct,-30.800000000000001,-66.723404255319153,"704","87418",18.800000000000001,25.899999999999999,11.699999999999999,45.700000000000003,8.100000000000000,3.000000000000000,10.400000000000000,3.000000000000000,"3"
"370",MENDOZA,nov,-30.800000000000001,-66.723404255319153,"704","87418",22.199999999999999,29.199999999999999,15.100000000000000,44.500000000000000,8.900000000000000,3.000000000000000,16.399999999999999,4.000000000000000,"3"
"371",MENDOZA,dic,-30.800000000000001,-66.723404255319153,"704","87418",24.899999999999999,31.800000000000001,17.899999999999999,45.799999999999997,8.800000000000001,3.100000000000000,24.300000000000001,4.300000000000000,"3"
"372",MENDOZA OBSERVATORIO,ene,-30.867924528301888,-66.823529411764710,"827","87420",23.899999999999999,30.399999999999999,18.199999999999999,53.500000000000000,4.400000000000000,3.400000000000000,40.000000000000000,7.400000000000000,"1"
"373",MENDOZA OBSERVATORIO,feb,-30.867924528301888,-66.823529411764710,"827","87420",22.500000000000000,29.100000000000001,16.899999999999999,58.100000000000001,3.800000000000000,3.500000000000000,43.000000000000000,6.500000000000000,"3"
"374",MENDOZA OBSERVATORIO,mar,-30.867924528301888,-66.823529411764710,"827","87420",20.000000000000000,26.500000000000000,15.100000000000000,64.700000000000003,4.000000000000000,3.600000000000000,38.700000000000003,7.400000000000000,"3"
"375",MENDOZA OBSERVATORIO,abril,-30.867924528301888,-66.823529411764710,"827","87420",15.300000000000001,22.000000000000000,10.800000000000001,66.099999999999994,3.400000000000000,3.400000000000000,19.600000000000001,4.400000000000000,"3"
"376",MENDOZA OBSERVATORIO,mayo,-30.867924528301888,-66.823529411764710,"827","87420",11.199999999999999,17.899999999999999,7.000000000000000,67.799999999999997,3.000000000000000,3.800000000000000,12.900000000000000,3.700000000000000,"3"
"377",MENDOZA OBSERVATORIO,jun,-30.867924528301888,-66.823529411764710,"827","87420",8.100000000000000,15.000000000000000,3.900000000000000,68.799999999999997,3.100000000000000,3.700000000000000,8.699999999999999,3.200000000000000,"3"
"378",MENDOZA OBSERVATORIO,jul,-30.867924528301888,-66.823529411764710,"827","87420",7.500000000000000,14.500000000000000,3.100000000000000,64.799999999999997,3.800000000000000,3.400000000000000,10.900000000000000,3.500000000000000,"3"
"379",MENDOZA OBSERVATORIO,ago,-30.867924528301888,-66.823529411764710,"827","87420",10.000000000000000,17.300000000000001,5.100000000000000,57.299999999999997,4.300000000000000,3.200000000000000,10.400000000000000,3.400000000000000,"3"
"380",MENDOZA OBSERVATORIO,sep,-30.867924528301888,-66.823529411764710,"827","87420",13.000000000000000,19.899999999999999,7.400000000000000,54.899999999999999,4.300000000000000,3.400000000000000,18.800000000000001,4.900000000000000,"3"
"381",MENDOZA OBSERVATORIO,oct,-30.867924528301888,-66.823529411764710,"827","87420",17.500000000000000,24.199999999999999,11.500000000000000,50.700000000000003,5.200000000000000,3.100000000000000,13.699999999999999,4.000000000000000,"3"
"382",MENDOZA OBSERVATORIO,nov,-30.867924528301888,-66.823529411764710,"827","87420",20.600000000000001,27.300000000000001,14.500000000000000,50.500000000000000,5.700000000000000,3.100000000000000,20.699999999999999,4.400000000000000,"3"
"383",MENDOZA OBSERVATORIO,dic,-30.867924528301888,-66.823529411764710,"827","87420",23.199999999999999,29.800000000000001,17.300000000000001,51.299999999999997,4.900000000000000,3.300000000000000,28.000000000000000,5.700000000000000,"3"
"384",SAN LUIS,ene,-29.250000000000000,-63.142857142857146,"713","87436",24.399999999999999,31.100000000000001,17.899999999999999,54.399999999999999,18.000000000000000,3.400000000000000,119.500000000000000,10.199999999999999,"1"
"385",SAN LUIS,feb,-29.250000000000000,-63.142857142857146,"713","87436",23.199999999999999,30.000000000000000,17.000000000000000,56.700000000000003,16.699999999999999,3.200000000000000,97.500000000000000,8.300000000000001,"1"
"386",SAN LUIS,mar,-29.250000000000000,-63.142857142857146,"713","87436",20.800000000000001,27.300000000000001,15.300000000000001,63.700000000000003,15.100000000000000,3.400000000000000,98.900000000000006,7.900000000000000,"1"
"387",SAN LUIS,abril,-29.250000000000000,-63.142857142857146,"713","87436",16.600000000000001,23.300000000000001,11.300000000000001,64.599999999999994,14.800000000000001,3.300000000000000,41.399999999999999,5.000000000000000,"3"
"388",SAN LUIS,mayo,-29.250000000000000,-63.142857142857146,"713","87436",12.900000000000000,19.699999999999999,7.700000000000000,64.200000000000003,13.800000000000001,3.900000000000000,19.800000000000001,3.300000000000000,"3"
"389",SAN LUIS,jun,-29.250000000000000,-63.142857142857146,"713","87436",10.000000000000000,17.000000000000000,4.500000000000000,62.399999999999999,14.199999999999999,3.900000000000000,5.700000000000000,1.900000000000000,"3"
"390",SAN LUIS,jul,-29.250000000000000,-63.142857142857146,"713","87436",9.400000000000000,16.600000000000001,3.700000000000000,57.600000000000001,15.400000000000000,3.500000000000000,11.199999999999999,2.700000000000000,"3"
"391",SAN LUIS,ago,-29.250000000000000,-63.142857142857146,"713","87436",11.900000000000000,19.300000000000001,5.900000000000000,49.600000000000001,17.300000000000001,3.200000000000000,8.600000000000000,2.200000000000000,"3"
"392",SAN LUIS,sep,-29.250000000000000,-63.142857142857146,"713","87436",14.699999999999999,21.800000000000001,8.500000000000000,47.000000000000000,17.899999999999999,3.400000000000000,24.300000000000001,4.300000000000000,"3"
"393",SAN LUIS,oct,-29.250000000000000,-63.142857142857146,"713","87436",18.899999999999999,25.800000000000001,12.500000000000000,46.899999999999999,21.699999999999999,3.300000000000000,40.500000000000000,5.400000000000000,"3"
"394",SAN LUIS,nov,-29.250000000000000,-63.142857142857146,"713","87436",21.600000000000001,28.399999999999999,15.000000000000000,48.299999999999997,20.899999999999999,3.300000000000000,80.400000000000006,7.800000000000000,"1"
"395",SAN LUIS,dic,-29.250000000000000,-63.142857142857146,"713","87436",23.800000000000001,30.500000000000000,17.100000000000001,51.399999999999999,20.100000000000001,3.400000000000000,110.099999999999994,10.600000000000000,"1"
"396",VILLA REYNOLDS,ene,-31.636363636363637,-62.391304347826086,"486","87448",22.899999999999999,30.800000000000001,15.199999999999999,68.200000000000003,12.400000000000000,3.800000000000000,103.700000000000003,9.800000000000001,"1"
"397",VILLA REYNOLDS,feb,-31.636363636363637,-62.391304347826086,"486","87448",21.699999999999999,30.000000000000000,14.300000000000001,70.700000000000003,11.300000000000001,3.600000000000000,85.700000000000003,8.100000000000000,"1"
"398",VILLA REYNOLDS,mar,-31.636363636363637,-62.391304347826086,"486","87448",19.500000000000000,27.699999999999999,12.699999999999999,76.000000000000000,10.199999999999999,3.700000000000000,94.599999999999994,9.000000000000000,"1"
"399",VILLA REYNOLDS,abril,-31.636363636363637,-62.391304347826086,"486","87448",15.100000000000000,23.899999999999999,8.300000000000001,76.500000000000000,8.900000000000000,3.600000000000000,55.000000000000000,6.000000000000000,"2"
"400",VILLA REYNOLDS,mayo,-31.636363636363637,-62.391304347826086,"486","87448",11.199999999999999,20.300000000000001,4.400000000000000,76.400000000000006,8.500000000000000,4.100000000000000,28.500000000000000,4.400000000000000,"2"
"401",VILLA REYNOLDS,jun,-31.636363636363637,-62.391304347826086,"486","87448",7.900000000000000,17.399999999999999,1.000000000000000,75.900000000000006,8.400000000000000,4.200000000000000,9.500000000000000,2.700000000000000,"2"
"402",VILLA REYNOLDS,jul,-31.636363636363637,-62.391304347826086,"486","87448",7.100000000000000,16.899999999999999,-0.100000000000000,72.200000000000003,8.900000000000000,3.800000000000000,18.800000000000001,3.700000000000000,"2"
"403",VILLA REYNOLDS,ago,-31.636363636363637,-62.391304347826086,"486","87448",9.600000000000000,19.699999999999999,1.600000000000000,65.700000000000003,10.500000000000000,3.700000000000000,17.100000000000001,3.400000000000000,"2"
"404",VILLA REYNOLDS,sep,-31.636363636363637,-62.391304347826086,"486","87448",12.699999999999999,22.000000000000000,4.400000000000000,63.000000000000000,12.300000000000001,3.800000000000000,35.200000000000003,5.400000000000000,"2"
"405",VILLA REYNOLDS,oct,-31.636363636363637,-62.391304347826086,"486","87448",16.899999999999999,25.199999999999999,8.900000000000000,62.899999999999999,15.100000000000000,4.000000000000000,58.799999999999997,8.300000000000001,"2"
"406",VILLA REYNOLDS,nov,-31.636363636363637,-62.391304347826086,"486","87448",19.800000000000001,27.800000000000001,11.800000000000001,63.000000000000000,15.800000000000001,3.900000000000000,85.900000000000006,9.699999999999999,"1"
"407",VILLA REYNOLDS,dic,-31.636363636363637,-62.391304347826086,"486","87448",22.199999999999999,30.000000000000000,14.300000000000001,65.000000000000000,14.300000000000001,3.900000000000000,113.099999999999994,10.900000000000000,"1"
"408",RIO CUARTO,ene,-24.428571428571431,-59.714285714285715,"421","87453",22.899999999999999,28.899999999999999,17.500000000000000,67.799999999999997,15.900000000000000,3.400000000000000,144.500000000000000,9.500000000000000,"1"
"409",RIO CUARTO,feb,-24.428571428571431,-59.714285714285715,"421","87453",21.800000000000001,28.000000000000000,16.600000000000001,70.200000000000003,14.300000000000001,3.400000000000000,90.599999999999994,7.500000000000000,"1"
"410",RIO CUARTO,mar,-24.428571428571431,-59.714285714285715,"421","87453",20.100000000000001,26.300000000000001,15.199999999999999,74.000000000000000,13.699999999999999,3.400000000000000,107.799999999999997,8.199999999999999,"1"
